nct_id,technology
NCT02808442,Chimeric Antigen Receptor T-Cell Therapy (CAR-T)
NCT02787369,Small Molecule
NCT02787369,Small Molecule
NCT02787369,Small Molecule
NCT04439123,Small Molecule
NCT01821833,Small Molecule
NCT02780310,Small Molecule
NCT02692248,Small Molecule
NCT02692248,Antibody
NCT02692248,Small Molecule
NCT02692248,Small Molecule
NCT02692248,Small Molecule
NCT02697058,Small Molecule
NCT02688712,Small Molecule
NCT02688712,Small Molecule
NCT02688712,Small Molecule
NCT02680574,Other Protein Therapy
NCT03564704,Small Molecule
NCT03564704,Small Molecule
NCT03564704,Small Molecule
NCT03564704,Small Molecule
NCT03564704,Other Protein Therapy
NCT03564704,Small Molecule
NCT03564704,Small Molecule
NCT03564704,Small Molecule
NCT03564704,Small Molecule
NCT03564704,Small Molecule
NCT02460367,Small Molecule
NCT02460367,Cancer Vaccine
NCT02460367,Small Molecule
NCT02621970,Small Molecule
NCT02621970,Small Molecule
NCT02621970,Small Molecule
NCT02671955,Antibody
NCT02523469,Engineered Protein Therapy
NCT02523469,Antibody
NCT02459067,Chimeric Antigen Receptor Gamma Delta (Î³Î´) T-Cell Therapy (CAR-Î³Î´T)
NCT02634827,Small Molecule
NCT02634827,Small Molecule
NCT02622932,Small Molecule
NCT02384382,Small Molecule
NCT02496741,Small Molecule
NCT02496741,Small Molecule
NCT02549352,Small Molecule
NCT02608216,Small Molecule
NCT02608216,Small Molecule
NCT02608216,Small Molecule
NCT02501902,Small Molecule
NCT02501902,Small Molecule
NCT02494713,Engineered Protein Therapy
NCT02494713,Small Molecule
NCT02494713,Small Molecule
NCT02494713,Small Molecule
NCT02494713,Small Molecule
NCT02514603,Small Molecule
NCT02574533,Small Molecule
NCT02574533,Antibody
NCT02648711,Antibody
NCT02752204,Small Molecule
NCT02752204,Antibody
NCT02308072,Small Molecule
NCT02308072,Small Molecule
NCT02166658,Small Molecule
NCT02514382,Small Molecule
NCT02514382,Small Molecule
NCT02514382,Oncolytic Virus
NCT02367040,Small Molecule
NCT02367040,Antibody
NCT02383966,Antibody
NCT02383966,Small Molecule
NCT02383966,Small Molecule
NCT02383966,Small Molecule
NCT02496208,Antibody
NCT02496208,Antibody
NCT02420223,Small Molecule
NCT02436408,Small Molecule
NCT02497378,Antibody
NCT02497378,Small Molecule
NCT02497378,Small Molecule
NCT02482311,Small Molecule
NCT02438358,Imaging
NCT02489903,Small Molecule
NCT02489903,Small Molecule
NCT02489903,Small Molecule
NCT02489903,Small Molecule
NCT02489903,Small Molecule
NCT02489903,Small Molecule
NCT02489903,Small Molecule
NCT02489903,Small Molecule
NCT02489903,Small Molecule
NCT02489903,Small Molecule
NCT02489903,Small Molecule
NCT02489903,Small Molecule
NCT02207309,Small Molecule
NCT03757754,Small Molecule
NCT03757754,Imaging
NCT02394795,Small Molecule
NCT02394795,Small Molecule
NCT02394795,Antibody
NCT02394795,Antibody
NCT04440956,Radiopharmaceutical Imaging
NCT02292550,Small Molecule
NCT02292550,Small Molecule
NCT02314169,Antibody
NCT02314169,Antibody
NCT02291055,Oncolytic Bacteria
NCT02291055,Antibody
NCT02353741,Small Molecule
NCT02530411,Small Molecule
NCT02530411,Small Molecule
NCT02866370,Small Molecule
NCT02866370,Small Molecule
NCT02866370,Small Molecule
NCT02866370,Small Molecule
NCT02866370,Small Molecule
NCT02866370,Small Molecule
NCT02437227,Small Molecule
NCT02322281,Small Molecule
NCT02322281,Small Molecule
NCT02322281,Small Molecule
NCT02322281,Small Molecule
NCT02322281,Small Molecule
NCT02517918,Small Molecule
NCT02517918,Small Molecule
NCT02517918,Small Molecule
NCT02517918,Small Molecule
NCT02616601,Small Molecule
NCT03862170,Small Molecule
NCT02276560,Small Molecule
NCT02276560,Small Molecule
NCT02276560,Small Molecule
NCT02276560,Small Molecule
NCT02314052,Small Interfering RNA (siRNA)
NCT02254954,Small Molecule
NCT02254954,Small Molecule
NCT02391038,Antibody Drug Conjugate (ADC)
NCT02298387,Antibody
NCT02285179,Small Molecule
NCT02285179,Small Molecule
NCT03012945,Small Molecule
NCT03012945,Small Molecule
NCT03012945,Small Molecule
NCT03012945,Small Molecule
NCT03012945,Small Molecule
NCT02274337,Small Molecule
NCT02231723,Small Molecule
NCT02231723,Small Molecule
NCT02231723,Small Molecule
NCT02231723,Small Molecule
NCT02231723,Small Molecule
NCT02231723,Small Molecule
NCT02361112,Small Molecule
NCT02361112,Small Molecule
NCT02029417,Small Molecule
NCT02029417,Small Molecule
NCT02029417,Small Molecule
NCT02115035,Small Molecule
NCT02128191,Small Molecule
NCT02128191,Small Molecule
NCT02194426,Engineered Protein Therapy
NCT01880359,Small Molecule
NCT01880359,Small Molecule
NCT02195869,Small Molecule
NCT02101684,Small Molecule
NCT02119468,Small Molecule
NCT02119468,Small Molecule
NCT02119468,Small Molecule
NCT02252146,Antisense Oligonucleotide (ASO)
NCT02059239,Small Molecule
NCT02059239,Small Molecule
NCT02059239,Small Molecule
NCT02059239,Small Molecule
NCT02059239,Small Molecule
NCT02059239,Antibody
NCT02059239,Antibody
NCT01802814,Antibody
NCT01943188,Small Molecule
NCT02069093,Small Molecule
NCT02069093,Small Molecule
NCT02069093,Small Molecule
NCT02111577,Small Molecule
NCT02111577,Small Molecule
NCT02111577,Cancer Vaccine
NCT02038010,Small Molecule
NCT02038010,Antibody Drug Conjugate (ADC)
NCT02071537,Small Molecule
NCT02071537,Small Molecule
NCT02071537,Small Molecule
NCT02058381,Small Molecule
NCT02058381,Small Molecule
NCT05008237,Small Molecule
NCT05008237,Small Molecule
NCT01991873,Antibody
NCT02065869,T-Cell Replacement Therapy
NCT02065869,Small Molecule
NCT02146118,Small Molecule
NCT02117167,Small Molecule
NCT02117167,Small Molecule
NCT02117167,Small Molecule
NCT02117167,Small Molecule
NCT02117167,Small Molecule
NCT02117167,Small Molecule
NCT02117167,Small Molecule
NCT02117167,Antibody
NCT02117167,Small Molecule
NCT02117167,Small Molecule
NCT02697552,Small Molecule
NCT02159365,Antibody
NCT02159365,Small Molecule
NCT02159365,Small Molecule
NCT01895842,Small Molecule
NCT02041429,Small Molecule
NCT02041429,Small Molecule
NCT02076230,Radiopharmaceutical Imaging
NCT02076230,Small Molecule
NCT02089178,Small Molecule
NCT02089178,Small Molecule
NCT02089178,Small Molecule
NCT03977103,Small Molecule
NCT02027090,Small Molecule
NCT01397799,Small Molecule
NCT01588951,Small Molecule
NCT01659502,Small Molecule
NCT01987102,Small Molecule
NCT02001272,Small Molecule
NCT02001272,Small Molecule
NCT01969695,Small Molecule
NCT01974349,Small Molecule
NCT01866449,Small Molecule
NCT01976195,Small Molecule
NCT01976195,Small Molecule
NCT01989845,Small Molecule
NCT01848132,Small Molecule
NCT01848132,Antibody
NCT01848132,Small Molecule
NCT01848132,Small Molecule
NCT01848132,Small Molecule
NCT01848132,Small Molecule
NCT01864772,Small Molecule
NCT01864772,Small Molecule
NCT01864772,Antibody
NCT01820325,Small Molecule
NCT01820325,Small Molecule
NCT01820325,Small Molecule
NCT02083692,Small Molecule
NCT01816594,Small Molecule
NCT01816594,Antibody
NCT01816594,Small Molecule
NCT01932580,Small Molecule
NCT01932580,Small Molecule
NCT01932580,Small Molecule
NCT01795430,Small Molecule
NCT01795430,Small Molecule
NCT01795430,Small Molecule
NCT01795430,Small Molecule
NCT01849380,Small Molecule
NCT01849380,Small Molecule
NCT01849250,Small Molecule
NCT01867866,Small Molecule
NCT01867866,Small Molecule
NCT01846416,Antibody
NCT04635852,Small Molecule
NCT04635852,Small Molecule
NCT01630564,Other Protein Therapy
NCT01805037,Antibody Drug Conjugate (ADC)
NCT01805037,Antibody
NCT01790737,Small Molecule
NCT01790737,Other Protein Therapy
NCT01859819,Antibody
NCT01859819,Small Molecule
NCT01738451,Small Molecule
NCT01740271,Small Molecule
NCT01729338,Small Molecule
NCT01729338,Small Molecule
NCT01729338,Small Molecule
NCT01763606,Small Molecule
NCT01659021,Small Molecule
NCT01659021,Antibody
NCT01764880,Small Molecule
NCT02724267,Radiopharmaceutical Imaging
NCT01680965,Antibody
NCT01585350,Vaccine Adjuvant
NCT01585350,Small Molecule
NCT01671774,Antibody
NCT01671774,Small Molecule
NCT01633060,Small Molecule
NCT01633060,Small Molecule
NCT01617226,Small Molecule
NCT01617226,Small Molecule
NCT01746992,Small Molecule
NCT01746992,Small Molecule
NCT01746992,Small Molecule
NCT01746992,Small Molecule
NCT01746992,Small Molecule
NCT01746992,Small Molecule
NCT01746992,Small Molecule
NCT01746992,Small Molecule
NCT01728623,Small Molecule
NCT01663415,Small Molecule
NCT01634880,Antibody
NCT01929980,Small Molecule
NCT01607580,Small Molecule
NCT01693445,Small Molecule
NCT01693445,Small Molecule
NCT01693445,Small Molecule
NCT01531387,Small Molecule
NCT01583816,Small Molecule
NCT01596647,Small Molecule
NCT01596647,Small Molecule
NCT01596647,Small Molecule
NCT01570868,Small Molecule
NCT01655719,Small Molecule
NCT01572662,Small Molecule
NCT01572662,Small Molecule
NCT01572662,Small Molecule
NCT01572662,Other Protein Therapy
NCT01334502,Antibody
NCT01334502,Small Molecule
NCT01334502,Small Molecule
NCT01334502,Small Molecule
NCT01516996,Small Molecule
NCT01516996,Small Molecule
NCT01516996,Antibody
NCT01554254,Small Molecule
NCT01886066,Imaging
NCT01876043,Small Molecule
NCT01542437,Small Molecule
NCT01620736,Small Molecule
NCT01428492,Small Molecule
NCT01428492,Small Molecule
NCT01428492,Small Molecule
NCT01469572,Engineered Protein Therapy
NCT01469572,Small Molecule
NCT01481129,Small Molecule
NCT01510756,Small Molecule
NCT01468389,Small Molecule
NCT01339442,Small Molecule
NCT01339442,Small Molecule
NCT03117335,Small Molecule
NCT03117335,Small Molecule
NCT01460979,Small Molecule
NCT01431664,Small Molecule
NCT01394120,Small Molecule
NCT01394120,Small Molecule
NCT01394120,Small Molecule
NCT01429051,Small Molecule
NCT02043756,Small Molecule
NCT00816959,Antibody
NCT01232296,Small Molecule
NCT01232296,Small Molecule
NCT01384253,Antibody Radiopharmaceutical
NCT01384253,Antibody
NCT01362374,Small Molecule
NCT01362374,Small Molecule
NCT01362374,Small Molecule
NCT01362374,Small Molecule
NCT01362374,Small Molecule
NCT01362374,Small Molecule
NCT01430013,Small Molecule
NCT01430013,Small Molecule
NCT01430013,Small Molecule
NCT01430013,Small Molecule
NCT01430013,Small Molecule
NCT01328496,Small Molecule
NCT01328496,Small Molecule
NCT01328496,Small Molecule
NCT01328496,Small Molecule
NCT01328496,Other Protein Therapy
NCT01382706,Small Molecule
NCT01639625,Engineered Protein Therapy
NCT01074177,Small Molecule
NCT01191697,Antibody
NCT01191697,Antibody
NCT01191697,Small Molecule
NCT01191697,Small Molecule
NCT01320020,Antibody
NCT01409499,Small Molecule
NCT01558947,Small Molecule
NCT01558947,Small Molecule
NCT01558947,Small Molecule
NCT01251172,Small Molecule
NCT01251172,Small Molecule
NCT01260506,Gene Therapy
NCT01260506,Antibody
NCT01308645,Small Molecule
NCT05167370,Small Molecule
NCT05167370,Small Molecule
NCT05167370,Small Molecule
NCT01238770,Small Molecule
NCT01238770,Small Molecule
NCT01242449,Antibody
NCT01242449,Small Molecule
NCT01222754,Small Molecule
NCT01222754,Small Molecule
NCT01217437,Antibody
NCT01217437,Small Molecule
NCT01217437,Small Molecule
NCT01195376,Small Molecule
NCT01240577,Small Molecule
NCT01226407,Small Molecule
NCT01271920,Small Molecule
NCT01271920,Antibody
NCT01370876,Small Molecule
NCT01370876,Small Molecule
NCT02225652,Small Molecule
NCT02225652,Small Molecule
NCT02225652,Small Molecule
NCT02225652,Other Protein Therapy
NCT02225652,Small Molecule
NCT02817555,Other Protein Therapy
NCT02817555,Other Protein Therapy
NCT01270724,Small Molecule
NCT01270724,Small Molecule
NCT01270724,Small Molecule
NCT01718379,Small Molecule
NCT01718379,Other Protein Therapy
NCT00829413,Small Molecule
NCT01091454,Small Molecule
NCT01091454,Small Molecule
NCT01138163,Small Molecule
NCT01138163,Antibody
NCT01146574,Engineered Protein Therapy
NCT01159028,DNA Oligonucleotide Therapy
NCT01208194,Gene Therapy
NCT01323933,Antibody
NCT01369121,Other Protein Therapy
NCT01094860,Small Molecule
NCT01209208,Small Molecule
NCT01209208,Small Molecule
NCT01110785,Antibody
NCT01110785,Small Molecule
NCT01077453,Small Molecule
NCT01118975,Small Molecule
NCT01118975,Small Molecule
NCT01042522,Small Molecule
NCT01042522,Small Molecule
NCT01042522,Small Molecule
NCT01042522,Small Molecule
NCT01024920,Small Molecule
NCT01024920,Small Molecule
NCT01059552,Small Molecule
NCT01183494,Antibody
NCT01183494,Small Molecule
NCT01183494,Small Molecule
NCT01013740,Small Molecule
NCT01013740,Small Molecule
NCT01013740,Small Molecule
NCT01019382,Small Molecule
NCT00788697,Small Molecule
NCT00982436,Small Molecule
NCT00982436,Small Molecule
NCT00982436,Small Molecule
NCT01160484,Small Molecule
NCT01160484,Small Molecule
NCT01160484,Small Molecule
NCT00952289,Small Molecule
NCT00838513,Antibody
NCT00927589,Small Molecule
NCT00927589,Small Molecule
NCT00927589,Antibody
NCT00933374,Small Molecule
NCT00933374,Small Molecule
NCT00961896,Small Molecule
NCT00962507,Small Molecule
NCT00962507,Small Molecule
NCT05278728,Antibody
NCT05278728,Small Molecule
NCT00918723,Small Molecule
NCT00918723,Antibody
NCT00918723,Small Molecule
NCT00940784,Small Molecule
NCT00940784,Small Molecule
NCT00940784,Small Molecule
NCT01528501,Small Molecule
NCT00807170,Small Molecule
NCT00911326,Imaging
NCT01449344,Antibody
NCT01449344,Small Molecule
NCT01449344,Small Molecule
NCT01449344,Small Molecule
NCT00833040,Small Molecule
NCT00868478,Antibody
NCT01729663,Live biotherapeutics
NCT01729663,Other Protein Therapy
NCT00858429,Small Molecule
NCT00723398,Small Molecule
NCT00723398,Small Molecule
NCT00866177,Small Molecule
NCT00931450,Small Molecule
NCT01775423,Small Molecule
NCT00821886,Small Molecule
NCT00821886,Antibody
NCT00821886,Small Molecule
NCT00832819,Small Molecule
NCT00832819,Small Molecule
NCT00832819,Small Molecule
NCT00846508,Small Molecule
NCT01227408,Small Molecule
NCT01227408,Small Molecule
NCT01227408,Small Molecule
NCT01227408,Small Molecule
NCT01227408,Small Molecule
NCT00923247,Small Molecule
NCT00923247,Small Molecule
NCT00841555,Small Molecule
NCT00850785,Small Molecule
NCT00850785,Cancer Vaccine
NCT00807872,Antibody
NCT00828841,Antibody
NCT00828841,Small Molecule
NCT00828841,Small Molecule
NCT00828841,Small Molecule
NCT00828841,Small Molecule
NCT00832520,Small Molecule
NCT00729833,Antibody
NCT00729833,Small Molecule
NCT00860600,Small Molecule
NCT00882973,Small Molecule
NCT01198392,Small Molecule
NCT01198392,Small Molecule
NCT01198392,Small Molecule
NCT00750841,Small Molecule
NCT00750841,Small Molecule
NCT00733850,Herbal/Traditional Chinese Medicine
NCT00733850,Small Molecule
NCT00764517,Small Molecule
NCT00764517,Antibody
NCT00764517,Small Molecule
NCT00786812,Small Molecule
NCT00669565,Antibody
NCT00669565,Small Molecule
NCT00669565,Small Molecule
NCT00738764,Antibody
NCT00906360,Antibody
NCT00722293,Small Molecule
NCT00722293,Small Molecule
NCT00722293,Small Molecule
NCT00684996,Antibody
NCT00684996,Antibody
NCT00691054,Small Molecule
NCT00698009,Small Molecule
NCT00698009,Small Molecule
NCT00698009,Small Molecule
NCT00702494,Antibody
NCT00715793,Small Molecule
NCT00715793,Small Molecule
NCT01922492,Small Molecule
NCT01922492,Small Molecule
NCT00666081,Small Molecule
NCT00677144,Small Molecule
NCT00677144,Small Molecule
NCT00677144,Small Molecule
NCT00634894,Small Molecule
NCT01442909,Small Molecule
NCT01442909,Small Molecule
NCT00615589,Small Molecule
NCT00615589,Small Molecule
NCT00624182,Subunit Vaccine
NCT00624182,Small Molecule
NCT00602030,Small Molecule
NCT00602030,Small Molecule
NCT00761085,Small Molecule
NCT00761085,Small Molecule
NCT00357760,Small Molecule
NCT00573755,Small Molecule
NCT00573755,Small Molecule
NCT00573755,Small Molecule
NCT00585845,Oncolytic Bacteria
NCT00613743,Small Molecule
NCT00467051,Small Molecule
NCT00467051,Other Protein Therapy
NCT00467051,Small Molecule
NCT00467051,Small Molecule
NCT00431704,Small Molecule
NCT00431704,Small Molecule
NCT00431704,Antibody
NCT00471445,Small Molecule
NCT00471445,Small Molecule
NCT00502307,Small Molecule
NCT00557609,Small Molecule
NCT00526799,Small Molecule
NCT00526799,Small Molecule
NCT00527930,Small Molecule
NCT00527930,Small Molecule
NCT00531401,Small Molecule
NCT00954135,Small Molecule
NCT00954135,Small Molecule
NCT00954135,Small Molecule
NCT00471276,Small Molecule
NCT01268163,Small Molecule
NCT01706627,Small Molecule
NCT00565656,Antibody
NCT00372905,Antibody
NCT00372905,Small Molecule
NCT00372905,Antibody Drug Conjugate (ADC)
NCT00429182,Small Molecule
NCT00429182,Small Molecule
NCT00429182,Small Molecule
NCT00469859,Small Molecule
NCT00469859,Small Molecule
NCT00469859,Small Molecule
NCT00474669,Small Molecule
NCT00498407,Small Molecule
NCT00653848,Small Molecule
NCT00466843,Other Protein Therapy
NCT00466843,Small Molecule
NCT00568815,Antibody
NCT00568815,Small Molecule
NCT00568815,Small Molecule
NCT00568815,Small Molecule
NCT00568815,Small Molecule
NCT00598091,Small Molecule
NCT00598091,Small Molecule
NCT00620295,Small Molecule
NCT00620295,Small Molecule
NCT00444535,Small Molecule
NCT00444535,Antibody
NCT00085098,Other Protein Therapy
NCT00085098,Small Molecule
NCT00085098,Small Molecule
NCT00085098,Small Molecule
NCT00085098,Small Molecule
NCT00406302,Small Molecule
NCT00406302,Small Molecule
NCT00406302,Antibody
NCT00434330,Engineered Protein Therapy
NCT00434330,Other Protein Therapy
NCT00434330,Other Protein Therapy
NCT00733889,Antibody
NCT00733889,Small Molecule
NCT00733889,Small Molecule
NCT00733889,Small Molecule
NCT00382733,Small Molecule
NCT00398281,Small Molecule
NCT00551512,Engineered Protein Therapy
NCT00551512,Small Molecule
NCT00625937,Small Molecule
NCT00625937,Small Molecule
NCT00625937,Small Molecule
NCT00411138,Small Molecule
NCT00411138,Small Molecule
NCT00411138,Small Molecule
NCT00373373,Small Molecule
NCT00418093,Small Molecule
NCT00418093,Small Molecule
NCT00418093,Antibody
NCT00368121,Antibody
NCT00368121,Small Molecule
NCT00463073,Antibody
NCT00463073,Antibody
NCT00463073,Small Molecule
NCT00743067,Small Molecule
NCT00345163,Antibody
NCT00345163,Small Molecule
NCT00381875,Subunit Vaccine
NCT00381875,Vaccine Adjuvant
NCT00381875,Other Protein Therapy
NCT00330915,Small Molecule
NCT00336856,Antibody
NCT00336856,Small Molecule
NCT00387205,Small Molecule
NCT00387205,Small Molecule
NCT00307723,Antibody
NCT00307723,Small Molecule
NCT00307723,Small Molecule
NCT00307723,Small Molecule
NCT00316875,Small Molecule
NCT00352755,Small Molecule
NCT00319748,Small Molecule
NCT00454324,Small Molecule
NCT00454324,Small Molecule
NCT00508807,Small Molecule
NCT01087424,Small Molecule
NCT01087424,Antibody
NCT01087424,Small Molecule
NCT01087424,Small Molecule
NCT01087424,Small Molecule
NCT00321100,Antibody
NCT00321100,Antibody
NCT00321100,Small Molecule
NCT00321100,Small Molecule
NCT00319839,Small Molecule
NCT00319839,Antibody
NCT00420485,Small Molecule
NCT00446290,Small Molecule
NCT00446290,Small Molecule
NCT00446290,Small Molecule
NCT00458796,Small Molecule
NCT00406978,Small Molecule
NCT00406978,Small Molecule
NCT00406978,Small Molecule
NCT00406978,Gene Therapy
NCT00303953,Small Molecule
NCT00543231,DNA Oligonucleotide Therapy
NCT00861419,Small Molecule
NCT00861419,Engineered Protein Therapy
NCT00861419,Small Molecule
NCT00861419,Antibody
NCT00174369,Small Molecule
NCT00237575,Small Molecule
NCT00237575,Small Molecule
NCT00237575,Other Protein Therapy
NCT00237575,Other Protein Therapy
NCT01058538,Cytokine Fusion Protein (Immunocytokine)
NCT03362684,Antibody
NCT00240682,Antibody
NCT00310050,Small Molecule
NCT02013817,Antibody
NCT02013817,Small Molecule
NCT02013817,Small Molecule
NCT00121225,Small Molecule
NCT00247507,Small Molecule
NCT00248404,Small Molecule
NCT00250419,Cancer Vaccine
NCT00288925,Small Molecule
NCT00376740,Small Molecule
NCT00532285,Small Molecule
NCT00532285,Small Molecule
NCT00129571,Small Molecule
NCT00207077,Antibody
NCT00207077,Small Molecule
NCT00361088,Small Molecule
NCT00361088,Small Molecule
NCT02182050,Small Molecule
NCT00100945,Small Molecule
NCT00138177,Small Molecule
NCT00138177,Small Molecule
NCT00138177,Small Molecule
NCT00176748,Small Molecule
NCT00196820,Small Molecule
NCT00271804,Small Molecule
NCT00398554,Small Molecule
NCT00398554,Small Molecule
NCT00398554,Small Molecule
NCT00544986,Small Molecule
NCT00217711,Small Molecule
NCT00217711,Small Molecule
NCT00217711,Small Molecule
NCT00295971,Other Protein Therapy
NCT00295971,Small Molecule
NCT00083083,Small Molecule
NCT00083083,Small Molecule
NCT00083083,Small Molecule
NCT00083083,Small Molecule
NCT00083083,Small Molecule
NCT00083083,Radiopharmaceutical Imaging
NCT00101270,Small Molecule
NCT00101270,Small Molecule
NCT00106262,Small Molecule
NCT00106262,Small Molecule
NCT00121602,Other Protein Therapy
NCT00191854,Small Molecule
NCT00191854,Small Molecule
NCT00191854,Small Molecule
NCT00191854,Small Molecule
NCT00142415,Antibody
NCT00806923,Small Molecule
NCT00806923,Small Molecule
NCT00806923,Antibody
NCT00147901,Antibody
NCT00147901,Small Molecule
NCT00147901,Small Molecule
NCT00874978,Small Molecule
NCT00216437,Small Molecule
NCT00041262,Small Molecule
NCT00041262,Small Molecule
NCT00096135,Other Protein Therapy
NCT00096135,Small Molecule
NCT00096135,Small Molecule
NCT00096135,Small Molecule
NCT00096135,Small Molecule
NCT00096135,Small Molecule
NCT00096135,Small Molecule
NCT00096135,Other Protein Therapy
NCT00096135,Small Molecule
NCT00155259,Small Molecule
NCT00155259,Small Molecule
NCT00155259,Small Molecule
NCT00088556,Small Molecule
NCT00088556,Small Molecule
NCT00093730,Small Molecule
NCT00076102,Small Molecule
NCT00227682,Small Molecule
NCT00227682,Small Molecule
NCT00227682,Small Molecule
NCT00085462,Other Protein Therapy
NCT00085462,Other Protein Therapy
NCT00085462,Small Molecule
NCT00245089,Small Molecule
NCT00245089,Small Molecule
NCT02461121,Small Molecule
NCT02461121,Small Molecule
NCT02461121,Small Molecule
NCT02461121,Small Molecule
NCT02461121,Other Protein Therapy
NCT02461121,Small Molecule
NCT00159445,Small Molecule
NCT00159445,Small Molecule
NCT00080990,Small Molecule
NCT00080990,Small Molecule
NCT00080990,Small Molecule
NCT00072670,Small Molecule
NCT00077025,Small Molecule
NCT00077025,Small Molecule
NCT00077493,Antibody
NCT00077493,Antibody Drug Conjugate (ADC)
NCT00191477,Small Molecule
NCT00426101,Small Molecule
NCT00426101,Small Molecule
NCT00426101,Small Molecule
NCT00426101,Small Molecule
NCT00426101,Small Molecule
NCT02494596,Small Molecule
NCT02494596,Antibody
NCT00226798,Small Molecule
NCT00617968,Small Molecule
NCT00069160,Small Molecule
NCT00069160,Small Molecule
NCT00086931,Small Molecule
NCT00086931,Small Molecule
NCT00504660,Small Molecule
NCT00504660,Small Molecule
NCT00504660,Small Molecule
NCT00504660,Small Molecule
NCT00504660,Small Molecule
NCT00489983,Small Molecule
NCT00489983,Small Molecule
NCT00061958,Small Molecule
NCT00319618,Small Molecule
NCT00319618,Small Molecule
NCT00168727,Antibody Drug Conjugate (ADC)
NCT00060645,Small Molecule
NCT00126269,Small Molecule
NCT00126269,Small Molecule
NCT00488709,Small Molecule
NCT00488709,Small Molecule
NCT00488709,Small Molecule
NCT01085058,Other Protein Therapy
NCT00193479,Small Molecule
NCT00193479,Small Molecule
NCT00193479,Small Molecule
NCT00193479,Small Molecule
NCT00193479,Antibody
NCT00431561,Antisense Oligonucleotide (ASO)
NCT00431561,Small Molecule
NCT00431561,Small Molecule
NCT00431561,Small Molecule
NCT00431561,Small Molecule
NCT00060567,Small Molecule
NCT00060567,Small Molecule
NCT00071955,Other Protein Therapy
NCT00122499,Small Molecule
NCT00334295,Small Molecule
NCT00058006,Small Molecule
NCT00047242,Small Molecule
NCT00047242,Small Molecule
NCT00448643,Small Molecule
NCT00448643,Small Molecule
NCT00448643,Small Molecule
NCT00044525,Small Molecule
NCT00256230,Small Molecule
NCT00328549,Small Molecule
NCT00024310,Small Molecule
NCT00024310,Small Molecule
NCT00030069,Small Molecule
NCT00030069,Small Molecule
NCT00050843,Small Molecule
NCT00041808,Small Molecule
NCT00403624,Small Molecule
NCT00586898,Other Protein Therapy
NCT00586898,Small Molecule
NCT00586898,Small Molecule
NCT00586898,Small Molecule
NCT00014118,Small Molecule
NCT00014118,Small Molecule
NCT00027742,Other Protein Therapy
NCT00027742,Small Molecule
NCT00211198,Toxin Fusion Protein (Immunotoxin)
NCT00014690,Small Molecule
NCT00550784,Other Protein Therapy
NCT00550784,Small Molecule
NCT00550784,Small Molecule
NCT00550784,Small Molecule
NCT00550784,Small Molecule
NCT00006257,Small Molecule
NCT00006257,Small Molecule
NCT00006484,Small Molecule
NCT00006484,Small Molecule
NCT00006484,Small Molecule
NCT00004208,Small Molecule
NCT00008294,Small Molecule
NCT00008294,Small Molecule
NCT00008294,Small Molecule
NCT00008294,Small Molecule
NCT00006107,Small Molecule
NCT00005841,Vaccine Adjuvant
NCT00006122,Small Molecule
NCT00006122,Small Molecule
NCT00006122,Antibody Drug Conjugate (ADC)
NCT00006122,Small Molecule
NCT00006120,Small Molecule
NCT00006120,Small Molecule
NCT00015821,Small Molecule
NCT00005858,Antibody
NCT01122121,Small Molecule
NCT01663714,Small Molecule
NCT01663714,Small Molecule
NCT01663714,Antibody
NCT01225874,Other Protein Therapy
NCT01225874,Small Molecule
NCT01225874,Small Molecule
NCT01225874,Small Molecule
NCT01225874,Other Protein Therapy
NCT01225874,Small Molecule
NCT00004172,Other Protein Therapy
NCT00004172,Small Molecule
NCT00004172,Small Molecule
NCT00004172,Small Molecule
NCT00004172,Small Molecule
NCT00004173,Small Molecule
NCT00004173,Small Molecule
NCT00003810,Small Molecule
NCT00563862,Small Molecule
NCT00563862,Small Molecule
NCT00004158,Small Molecule
NCT00003645,Small Molecule
NCT00003779,Live biotherapeutics
NCT00003664,Other Protein Therapy
NCT00003664,Other Protein Therapy
NCT00003664,Small Molecule
NCT00003682,Small Molecule
NCT00004202,Small Molecule
NCT00004202,Small Molecule
NCT00004202,Small Molecule
NCT00003463,Small Molecule
NCT00003463,Small Molecule
NCT00003239,Other Protein Therapy
NCT00003239,Small Molecule
NCT00003239,Small Molecule
NCT00003210,Other Protein Therapy
NCT00003193,Small Molecule
NCT00003193,Small Molecule
NCT00003357,Engineered Protein Therapy
NCT00003128,Other Protein Therapy
NCT00003128,Small Molecule
NCT00003128,Small Molecule
NCT00004162,Other Protein Therapy
NCT00004162,Small Molecule
NCT00004162,Small Molecule
NCT00001626,Other Protein Therapy
NCT00001626,Small Molecule
NCT00001626,Small Molecule
NCT00003261,Small Molecule
NCT00019214,Other Protein Therapy
NCT00154726,Small Molecule
NCT00002990,Live biotherapeutics
NCT00003495,Small Molecule
NCT00003495,Small Molecule
NCT00001449,Small Molecule
NCT00001449,Small Molecule
NCT00002865,Other Protein Therapy
NCT00002865,Small Molecule
NCT00002865,Small Molecule
NCT00002865,Small Molecule
NCT00002865,Small Molecule
NCT00002865,Small Molecule
NCT00002865,Small Molecule
NCT00002865,Small Molecule
NCT00002865,Small Molecule
NCT00869284,Small Molecule
NCT00869284,Small Molecule
NCT00869284,Small Molecule
NCT00869284,Small Molecule
NCT00869284,Small Molecule
NCT00869284,Small Molecule
NCT00869284,Small Molecule
