nct_id,indication
NCT01805037,Non-Hodgkin Lymphoma
NCT01805037,Adult T-Cell Leukemia/Lymphoma
NCT01805037,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma
NCT01805037,Grade 1 Follicular Lymphoma
NCT01805037,Grade 2 Follicular Lymphoma
NCT01805037,Grade 3 Follicular Lymphoma
NCT01805037,Mantle Cell Lymphoma
NCT01805037,Marginal Zone Lymphoma
NCT01805037,Small Lymphocytic Lymphoma
NCT01805037,Mycosis Fungoides and Sezary Syndrome
NCT01805037,Mycosis Fungoides and Sezary Syndrome
NCT01805037,Burkitt Lymphoma
NCT01805037,Diffuse Large B-Cell Lymphoma
NCT01805037,Stage IV Adult Diffuse Mixed Cell Lymphoma
NCT01805037,Stage IV Adult Diffuse Small Cleaved Cell Lymphoma
NCT01805037,Hodgkin Lymphoma
NCT01805037,Diffuse Large B-Cell Lymphoma
NCT01805037,Non-Hodgkin Lymphoma
NCT01805037,Adult T-Cell Leukemia/Lymphoma
NCT01805037,T-Cell Non-Hodgkin Lymphoma
NCT01805037,Grade 1 Follicular Lymphoma
NCT01805037,Grade 2 Follicular Lymphoma
NCT01805037,Grade 3 Follicular Lymphoma
NCT01805037,Mantle Cell Lymphoma
NCT01805037,Marginal Zone Lymphoma
NCT01805037,Small Lymphocytic Lymphoma
NCT01805037,Mycosis Fungoides and Sezary Syndrome
NCT01805037,Mycosis Fungoides and Sezary Syndrome
NCT01805037,T-Cell Large Granular Lymphocyte Leukemia
NCT01805037,Testicular Cancer
NCT01805037,Hairy Cell Leukemia
NCT01805037,Waldenstrom Macroglobulinemia
NCT01806675,Nasopharyngeal Cancer
NCT01806675,Recurrent Lymphoepithelioma of the Oropharynx
NCT01806675,Carcinoma of Unknown Primary
NCT01806675,Recurrent Midline Lethal Granuloma of the Paranasal Sinus and Nasal Cavity
NCT01806675,Lip and Oral Cavity Cancer
NCT01806675,Nasopharyngeal Cancer
NCT01806675,Non-Small Cell Lung Cancer
NCT01806675,Oropharyngeal Cancer
NCT01806675,Pancreatic Cancer
NCT01806675,Head and Neck Squamous Cell Carcinoma
NCT01806675,Rectal Carcinoma
NCT01806675,Renal Cell Carcinoma
NCT01806675,Salivary Gland Cancer
NCT01806675,Breast Cancer
NCT01806675,Non-Small Cell Lung Cancer
NCT01806675,Breast Cancer
NCT01806675,Non-Small Cell Lung Cancer
NCT01806675,Breast Cancer
NCT01806675,Breast Cancer
NCT01806675,Non-Small Cell Lung Cancer
NCT01806675,Pancreatic Cancer
NCT01806675,Renal Cell Carcinoma
NCT01806675,Colon Carcinoma
NCT01806675,Rectal Carcinoma
NCT01806675,Salivary Gland Cancer
NCT01806675,Colon Carcinoma
NCT01806675,Salivary Gland Cancer
NCT01806675,Salivary Gland Cancer
NCT01806675,Lip and Oral Cavity Cancer
NCT01806675,Solid Tumors
NCT01806675,Glioblastoma
NCT01806675,Glioblastoma
NCT01806675,Gliosarcoma
NCT01806675,Male Breast Cancer
NCT01806675,Head and Neck Squamous Cell Carcinoma
NCT01806675,Lip and Oral Cavity Cancer
NCT01806675,Central Nervous System Neoplasm
NCT01806675,Skin Basal Cell Carcinoma
NCT01806675,Colon Carcinoma
NCT01806675,Recurrent Esthesioneuroblastoma of the Paranasal Sinus and Nasal Cavity
NCT01806675,Hypopharyngeal Cancer
NCT01806675,Epithelial Neoplasm
NCT01806675,Laryngeal Cancer
NCT01806675,Lip and Oral Cavity Cancer
NCT01783522,Chemotherapeutic Agent Toxicity
NCT01783522,Multiple Myeloma
NCT01783522,Peripheral Neuropathy
NCT01790737,Multiple Myeloma
NCT01859819,Diffuse Large B-Cell Lymphoma
NCT01859819,Burkitt Lymphoma
NCT01859819,High Grade B-Cell Lymphoma
NCT01738451,Cancer
NCT01740271,Breast Neoplasm
NCT01759810,Glioblastoma
NCT01729338,Multiple Myeloma
NCT01763606,Cancer Patients First-ever Acute Ischemic Stroke
NCT01659021,Chronic Lymphocytic Leukemia
NCT01764880,Multiple Myeloma
NCT02724267,Internal Radiation
NCT02724267,Hepatocellular Carcinoma
NCT01680965,Chronic Graft Versus Host Disease
NCT01585350,Male Reproductive System Neoplasm
NCT01671774,Gastric Cancer
NCT01671774,Gastroesophageal Junction Cancer
NCT01671774,Esophageal Cancer
NCT01633060,Brain Metastasis
NCT01617226,Acute Myeloid Leukemia
NCT01746992,Anaplastic Large Cell Lymphoma
NCT01746992,"Peripheral T-Cell Lymphoma, Not Otherwise Specified"
NCT01746992,"Follicular Helper T-Cell Lymphoma, Angioimmunoblastic-Type"
NCT01746992,Enteropathy-Associated T-Cell Lymphoma
NCT01746992,T-Cell Non-Hodgkin Lymphoma
NCT01746992,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma
NCT01728623,Thyroid Cancer
NCT01663415,Castration-Resistant Prostate Carcinoma
NCT01634880,Head and Neck Neoplasm
NCT01752257,Male Reproductive System Neoplasm
NCT01929980,Allogeneic Stem Cell Transplantation
NCT01929980,Refractory Autoimmune Cytopenia(s)
NCT01611766,Ovarian Cancer
NCT01611766,Fallopian Tube Cancer
NCT01611766,Primary Peritoneal Cancer
NCT01607580,Leukemia
NCT01693445,Digestive System Neoplasm
NCT01531387,Sickle Cell Disease
NCT01583816,Actinic Keratosis
NCT01596647,Solid Tumors
NCT01570868,Leukemia
NCT01655719,Thyroid Cancers That Contain the PAX8-PPARgamma Fusion Gene
NCT01572662,Leukemia
NCT01572662,Acute Myeloid Leukemia
NCT01572662,Acute Lymphoblastic Leukemia
NCT01572662,Chronic Myeloid Leukemia
NCT01572662,Chronic Lymphocytic Leukemia
NCT01572662,Myeloproliferative Neoplasm
NCT01572662,Non-Hodgkin Lymphoma
NCT01572662,Hodgkin Lymphoma
NCT01572662,Multiple Myeloma
NCT01572662,Myelodysplastic Syndrome
NCT01334502,Hematology
NCT01516996,Oropharyngeal Cancer
NCT01516996,Hypopharyngeal Cancer
NCT01554254,Cord Blood Transplant
NCT01554254,Hematology
NCT01554254,Inherited Metabolic Disease
NCT01886066,Endometrial Cancer
NCT01886066,Sentinel Lymph Node
NCT01886066,Indocyanine Green
NCT01876043,Dedifferentiated Liposarcoma
NCT01527136,Solid Tumors
NCT01542437,Non-Small Cell Lung Cancer
NCT01542437,Lung Adenocarcinoma
NCT01542437,HER-2
NCT01620736,Adult T-Cell Leukemia/Lymphoma
NCT03364439,Diffuse Large B-Cell Lymphoma
NCT01428492,Multiple Myeloma
NCT01469572,Neuroendocrine Tumors
NCT01481129,Diffuse Large B-Cell Lymphoma
NCT01510756,Chronic Lymphocytic Leukemia
NCT01468389,Gastric Cancer
NCT01339442,Hormone Receptor-Positive Breast Cancer
NCT01339442,Breast Cancer
NCT01339442,Breast Cancer
NCT03117335,Non-Small Cell Lung Cancer
NCT01460979,Female Reproductive System Neoplasm
NCT01460979,Female Reproductive System Neoplasm
NCT01460979,Female Reproductive System Neoplasm
NCT01460979,Female Reproductive System Neoplasm
NCT01431664,Leukemia
NCT01394120,Pancreatic Cancer
NCT01429051,Break Through Pain
NCT01429051,Cancer
NCT02043756,Neoplasms
NCT00816959,Hodgkin Lymphoma
NCT01232296,Hepatocellular Carcinoma
NCT01384253,Breast Neoplasm
NCT01384253,Peritoneal and Retroperitoneal Neoplasm
NCT01384253,Female Reproductive System Neoplasm
NCT01384253,Pancreatic Cancer
NCT01384253,Digestive System Neoplasm
NCT01362374,Neoplasms
NCT01430013,T-Cell Non-Hodgkin Lymphoma
NCT01328496,Hematology
NCT01328496,Epithelial Neoplasm
NCT01328496,Hematology
NCT01382706,Bladder Cancer
NCT01382706,Bladder Cancer
NCT01382706,Bladder Cancer
NCT01382706,Urothelial Carcinoma
NCT01639625,Cervical Cancer
NCT01639625,Cervical Cancer
NCT01074177,Non-Small Cell Lung Cancer
NCT01074177,Lung Adenocarcinoma
NCT01191697,Esophageal Cancer
NCT01191697,Gastric Cancer
NCT01320020,Epithelial Neoplasm
NCT01409499,Hepatectomy
NCT01409499,Hepatocellular Carcinoma
NCT01409499,Sorafenib
NCT01558947,Gastric Cancer
NCT01156142,Head and Neck Neoplasm
NCT01156142,Mucositis
NCT01156142,Oral Complications of Radiation Therapy
NCT01156142,Connective and Soft Tissue Neoplasm
NCT01251172,Multiple Myeloma
NCT01251172,Multiple Myeloma
NCT01251172,Multiple Myeloma
NCT01251172,Multiple Myeloma
NCT01260506,Glioblastoma
NCT01308645,Hepatocellular Carcinoma
NCT05167370,Solid Tumors
NCT05167370,Central Nervous System Neoplasm
NCT01238770,Ovarian Cancer
NCT01242449,Breast Cancer
NCT01222754,Diffuse Intrinsic Pontine Glioma
NCT01222754,Anaplastic Astrocytoma
NCT01222754,High-Grade Glioma
NCT01217437,Central Nervous System Neoplasm
NCT01217437,Pineoblastoma
NCT01217437,Medulloblastoma
NCT01217437,Peripheral Primitive Neuroectodermal Tumor
NCT01217437,Medulloblastoma
NCT01217437,Peripheral Primitive Neuroectodermal Tumor
NCT01195376,Solid Tumors
NCT01240577,Neoplasms
NCT01240577,Hematology
NCT01197625,Prostate Cancer
NCT01226407,Solid Tumors
NCT01271920,HER2-Positive Breast Cancer
NCT01370876,Head and Neck Neoplasm
NCT01370876,Head and Neck Neoplasm
NCT02225652,Breast Cancer
NCT02817555,Anemia
NCT02817555,Chronic Kidney Disease
NCT01270724,Central Nervous System Neoplasm
NCT01718379,Myelodysplastic Syndrome
NCT00829413,Liver Cancer
NCT01091454,Triple-Negative Breast Cancer
NCT01138163,Non-Small Cell Lung Cancer
NCT01146574,Anemia
NCT01159028,Acute Myeloid Leukemia
NCT01159028,Acute Lymphoblastic Leukemia
NCT01159028,Myelodysplastic Syndrome
NCT01159028,Myeloid Neoplasm
NCT01208194,Colorectal Cancer
NCT01323933,Neoplasms
NCT01369121,Brain Edema
NCT01369121,Central Nervous System Neoplasm
NCT01094860,Leukemia
NCT01209208,Lymphocytic Colitis
NCT01110785,Colorectal Cancer
NCT01077453,"Healthy, no Evidence of Disease"
NCT01077453,Breast Cancer
NCT01118975,Breast Cancer
NCT01118975,Neoplasm Metastasis
NCT01042522,Female Reproductive System Neoplasm
NCT01042522,Female Reproductive System Neoplasm
NCT01042522,Female Reproductive System Neoplasm
NCT01042522,Female Reproductive System Neoplasm
NCT01042522,Ovarian Sex Cord-Stromal Tumor
NCT01042522,Female Reproductive System Neoplasm
NCT01042522,Female Reproductive System Neoplasm
NCT01216436,Metastatic Melanoma
NCT01246427,Breast Cancer
NCT01024920,Non-Clear Cell Renal Cell Carcinoma
NCT01059552,Non-Small Cell Lung Cancer
NCT01183494,Colorectal Cancer
NCT01013740,Cancer
NCT01019382,Pancreatic Cancer
NCT00788697,Liver Cancer
NCT00982436,Head and Neck Neoplasm
NCT01160484,Multiple Myeloma
NCT00952289,Myeloproliferative Neoplasm
NCT00838513,Atypical Hemolytic Uremic Syndrome
NCT00927589,Epithelial Neoplasm
NCT00933374,Bladder Cancer
NCT00961896,Skin Basal Cell Carcinoma
NCT00962507,Hematology
NCT00962507,Plasma Cell Neoplasm
NCT05278728,Colorectal Cancer
NCT00918723,Small Lymphocytic Lymphoma
NCT00918723,Chronic Lymphocytic Leukemia
NCT00918723,Small Lymphocytic Lymphoma
NCT00918723,Chronic Lymphocytic Leukemia
NCT00918723,Small Lymphocytic Lymphoma
NCT00918723,Chronic Lymphocytic Leukemia
NCT00918723,Small Lymphocytic Lymphoma
NCT00918723,Chronic Lymphocytic Leukemia
NCT00918723,Chronic Lymphocytic Leukemia
NCT00940784,Polycythemia Vera
NCT01528501,Gastric Cancer
NCT00807170,Non-Small Cell Lung Cancer
NCT00911326,Head and Neck Squamous Cell Carcinoma
NCT01449344,Mantle Cell Lymphoma
NCT00833040,Cancer
NCT00833040,Connective and Soft Tissue Neoplasm
NCT00868478,Chronic Lymphocytic Leukemia
NCT01729663,Skin Melanoma
NCT00858429,Liver Cancer
NCT00858429,Anal Cancer
NCT00723398,Breast Cancer
NCT00866177,Skin Melanoma
NCT00866177,Skin Melanoma
NCT00866177,Skin Melanoma
NCT00867061,Myelodysplastic Syndrome
NCT00931450,Breast Cancer
NCT01775423,Solid Tumors
NCT00821886,Breast Cancer
NCT00832819,Non-Small Cell Lung Cancer
NCT00846508,Cervical Cancer
NCT01227408,Breast Cancer
NCT00923247,Thyroid Gland Medullary Carcinoma
NCT00841555,Anaplastic Astrocytoma
NCT00850785,Non-Small Cell Lung Cancer
NCT00807872,Primary Amyloidosis
NCT00828841,Non-Small Cell Lung Cancer
NCT00832520,Digestive System Neoplasm
NCT00906750,Cancer
NCT00729833,Digestive System Neoplasm
NCT00729833,Solid Tumors
NCT00860600,Essential Thrombocythemia
NCT00882973,Pancreatic Cancer
NCT01198392,Gastric Cancer
NCT00750841,Solid Tumors
NCT00733850,Pancreatic Cancer
NCT00764517,B-Cell Non-Hodgkin Lymphoma
NCT00764517,Chronic Lymphocytic Leukemia
NCT00764517,Non-Hodgkin Lymphoma
NCT00764517,B-Cell Non-Hodgkin Lymphoma
NCT00786812,Chronic Myeloid Leukemia
NCT00669565,Breast Cancer
NCT00738764,Cancer
NCT00906360,Head and Neck Squamous Cell Carcinoma
NCT00906360,Carcinoma of Unknown Primary
NCT00906360,Salivary Gland Cancer
NCT00906360,Hypopharyngeal Cancer
NCT00906360,Laryngeal Cancer
NCT00906360,Lip and Oral Cavity Cancer
NCT00906360,Epithelial Neoplasm
NCT00906360,Oropharyngeal Cancer
NCT00906360,Head and Neck Squamous Cell Carcinoma
NCT00906360,Laryngeal Cancer
NCT00906360,Lip and Oral Cavity Cancer
NCT00906360,Salivary Gland Cancer
NCT00906360,Salivary Gland Cancer
NCT00906360,Hypopharyngeal Cancer
NCT00906360,Laryngeal Cancer
NCT00906360,Lip and Oral Cavity Cancer
NCT00906360,Nasopharyngeal Cancer
NCT00906360,Oropharyngeal Cancer
NCT00906360,Head and Neck Squamous Cell Carcinoma
NCT00906360,Laryngeal Cancer
NCT00906360,Lip and Oral Cavity Cancer
NCT00906360,Salivary Gland Cancer
NCT00906360,Hypopharyngeal Cancer
NCT00906360,Laryngeal Cancer
NCT00906360,Lip and Oral Cavity Cancer
NCT00906360,Head and Neck Squamous Cell Carcinoma
NCT00906360,Oropharyngeal Cancer
NCT00906360,Head and Neck Squamous Cell Carcinoma
NCT00906360,Laryngeal Cancer
NCT00906360,Lip and Oral Cavity Cancer
NCT00906360,Lip and Oral Cavity Cancer
NCT00906360,Epithelial Neoplasm
NCT00722293,Breast Neoplasm
NCT00642967,Anemia
NCT00684996,Renal Cell Carcinoma
NCT00684996,Renal Cell Carcinoma
NCT00684996,Renal Cell Carcinoma
NCT00684996,Renal Cell Carcinoma
NCT00691054,Pancreatic Cancer
NCT00698009,Kidney Wilms Tumor
NCT00702494,Solid Tumors
NCT00715793,Malignant Melanoma
NCT01922492,Digestive System Neoplasm
NCT00666081,Cancer
NCT00677144,Digestive System Neoplasm
NCT00629057,Androgen-insensitive Prostate Cancer
NCT00634894,Ovarian Cancer
NCT00634894,Fallopian Tube Cancer
NCT00634894,Peritoneal and Retroperitoneal Neoplasm
NCT01442909,Non-Small Cell Lung Cancer
NCT00615589,Multiple Myeloma
NCT00615589,Plasma Cell Leukemia
NCT00624182,Bile Duct Cancer
NCT00602030,Non-Small Cell Lung Cancer
NCT00602030,Non-Small Cell Lung Cancer
NCT00761085,Sickle Cell Disease
NCT00357760,Renal Cell Carcinoma
NCT00573755,Breast Cancer
NCT00585845,Malignant Epithelial Mesothelioma
NCT00585845,Pancreatic Cancer
NCT00585845,Non-Small Cell Lung Cancer
NCT00585845,Adenocarcinoma of the Ovaries
NCT00613743,Cancer
NCT00613743,Mucositis
NCT00467051,Ovarian Germ Cell Tumor
NCT00467051,Testicular Germ Cell Cancer
NCT00467051,Ovarian Cancer
NCT00467051,Ovarian Germ Cell Tumor
NCT00467051,Ovarian Germ Cell Tumor
NCT00467051,Germ Cell Tumor
NCT00467051,Testicular Germ Cell Cancer
NCT00467051,Ovarian Germ Cell Tumor
NCT00467051,Testicular Non-Seminomatous Germ Cell Tumor
NCT00467051,Testicular Non-Seminomatous Germ Cell Tumor
NCT00467051,Testicular Germ Cell Cancer
NCT00467051,Testicular Germ Cell Cancer
NCT00467051,Testicular Non-Seminomatous Germ Cell Tumor
NCT00467051,Testicular Non-Seminomatous Germ Cell Tumor
NCT00467051,Germ Cell Tumor
NCT00467051,Germ Cell Tumor
NCT00431704,Brain Metastasis
NCT00471445,Neurotoxicity
NCT00471445,Connective and Soft Tissue Neoplasm
NCT00471445,Peripheral Neuropathy
NCT00471445,Solid Tumors
NCT00502307,Non-Clear Cell Renal Cell Carcinoma
NCT00557609,Renal Cell Carcinoma
NCT00557609,Alveolar Soft Part Sarcoma
NCT00557609,Clear Cell Sarcoma
NCT00526799,Ovarian Cancer
NCT00527930,Breast Neoplasm
NCT00531401,Non-Small Cell Lung Cancer
NCT00954135,Breast Cancer
NCT00446069,Connective and Soft Tissue Neoplasm
NCT00446069,Cancer
NCT00471276,Breast Neoplasm
NCT00849186,Kidney Cancer
NCT01268163,Cancer
NCT01706627,Advanced Stage Cancer
NCT00565656,Myelodysplastic Syndrome
NCT00372905,Hematology
NCT00429182,Breast Cancer
NCT00429182,Breast Cancer
NCT00429182,Breast Cancer
NCT00469859,Leukemia
NCT00474669,Ovarian Cancer
NCT00925314,Uveal Melanoma
NCT00925314,Uveal Melanoma
NCT00498407,Colorectal Cancer
NCT00498407,Colorectal Cancer
NCT00653848,Prostate Cancer
NCT00466843,Myelodysplastic Syndrome
NCT00568815,Hematology
NCT00598091,Solid Tumors
NCT00598091,Pancreatic Cancer
NCT00620295,Breast Cancer
NCT00620295,Colorectal Cancer
NCT00620295,Head and Neck Neoplasm
NCT00620295,Kidney Cancer
NCT00620295,Thoracic Neoplasm
NCT00620295,Ovarian Cancer
NCT00620295,Pancreatic Cancer
NCT00620295,Prostate Cancer
NCT00620295,Sarcoma
NCT00723216,Abdominal Neoplasms
NCT00432562,Breast Cancer
NCT00432562,Non-Small Cell Lung Cancer
NCT00432562,Non-Hodgkin Lymphoma
NCT00444535,Breast Neoplasm
NCT00085098,Central Nervous System Neoplasm
NCT00085098,Central Nervous System Neoplasm
NCT00406302,Non-Small Cell Lung Cancer
NCT00434330,Anemia
NCT00434330,Chronic Kidney Disease
NCT00434330,Chronic Renal Failure
NCT00434473,Sickle Cell Disease
NCT00434473,Vaso-occlusive Crisis
NCT00434473,Acute Chest Syndrome
NCT00733889,Esophageal Cancer
NCT00382733,Tumors
NCT00398281,Prostate Cancer
NCT00551512,Cancer
NCT00551512,Solid Tumors
NCT00625937,Head and Neck Neoplasm
NCT00411138,Endometrial Cancer
NCT00373373,Acute Myeloid Leukemia
NCT00418093,Ovarian Cancer
NCT00418093,Fallopian Tube Cancer
NCT00418093,Primary Peritoneal Cancer
NCT00368121,Multiple Myeloma
NCT00463073,High-Grade Glioma
NCT00743067,Solid Tumors
NCT00345163,Glioblastoma
NCT00381875,Nonneoplastic Condition
NCT00330915,Digestive System Neoplasm
NCT00336856,Colon Carcinoma
NCT00336856,Rectal Carcinoma
NCT00339131,Adrenal Gland Pheochromocytoma
NCT00339131,Paraganglioma
NCT00339131,Neuroendocrine Tumors
NCT00387205,Non-Clear Cell Renal Cell Carcinoma
NCT00307723,Pancreatic Cancer
NCT00307723,Pancreatic Cancer
NCT00316875,Breast Cancer
NCT00352755,Peritoneal and Retroperitoneal Neoplasm
NCT00319748,Breast Cancer
NCT00319748,Ovarian Cancer
NCT00319748,Endometrial Cancer
NCT00319748,Cervical Cancer
NCT00454324,Small Cell Lung Cancer
NCT00508807,Leukemia
NCT00508807,Solid Tumors
NCT01087424,Diffuse Large B-Cell Lymphoma
NCT00321100,Digestive System Neoplasm
NCT00319839,Head and Neck Neoplasm
NCT00420485,Solid Tumors
NCT00446290,Gastric Cancer
NCT00458796,Breast Cancer
NCT00458796,Hypercalcemia of Malignancy
NCT00458796,Anal Cancer
NCT00458796,Musculoskeletal Complications
NCT00458796,Connective and Soft Tissue Neoplasm
NCT00406978,Multiple Myeloma
NCT00303082,Bacterial Vaginosis
NCT00303082,Premature Birth
NCT00303082,Sepsis
NCT00303082,Periventricular Leukomalacia
NCT00303082,Bronchopulmonary Dysplasia
NCT00303953,Burkitt Lymphoma
NCT00303953,Diffuse Large B-Cell Lymphoma
NCT00389922,Solid Tumors
NCT00543231,Tumors
NCT00861419,Solid Tumors
NCT00174369,Non-Small Cell Lung Cancer
NCT00237575,Bladder Cancer
NCT01058538,Solid Tumors
NCT03362684,Colorectal Cancer
NCT00240682,Skin Neoplasm
NCT00240682,Epithelial Neoplasm
NCT00310050,Pancreatic Cancer
NCT02013817,Chronic Lymphocytic Leukemia
NCT00121225,Uveal Melanoma
NCT00121225,Eye Neoplasm
NCT00121225,Uveal Melanoma
NCT00121225,Uveal Melanoma
NCT00121225,Eye Neoplasm
NCT00121225,Skin Melanoma
NCT00121225,Skin Melanoma
NCT00247507,Anemia
NCT00247507,Atherosclerosis
NCT00247507,End-Stage Renal Disease
NCT00247507,Oxidative Stress
NCT00247507,Pro-Inflammation
NCT00248404,Tumors
NCT00250419,Cancers Expressing HER-2 and/or CEA
NCT00288925,Pancreatic Cancer
NCT00376740,Breast Cancer
NCT00532285,Breast Cancer
NCT00129571,Cancer
NCT00207077,Neoplasms
NCT00361088,Multiple Myeloma
NCT02182050,Non-Small Cell Lung Cancer
NCT00100945,Esophageal Cancer
NCT00125749,Male Reproductive System Neoplasm
NCT00125749,Neoplasm Metastasis
NCT00138177,Solid Tumors
NCT00138177,Colon Carcinoma
NCT00138177,Rectal Carcinoma
NCT00138177,Colon Carcinoma
NCT00138177,Rectal Carcinoma
NCT00138177,Colon Carcinoma
NCT00138177,Rectal Carcinoma
NCT00176748,Thyroid Cancer
NCT00196820,Breast Cancer
NCT00271804,Myelodysplastic Syndrome
NCT00398554,Hematology
NCT00544986,Breast Cancer
NCT00217711,Colorectal Cancer
NCT00295971,Congenital Amegakaryocytic Thrombocytopenia
NCT00295971,Leukemia
NCT00295971,Myelodysplastic Syndrome
NCT00295971,Severe Congenital Neutropenia
NCT00083083,Thoracic Neoplasm
NCT00101270,Burkitt Lymphoma
NCT00101270,Germ Cell Tumor
NCT00101270,Diffuse Large B-Cell Lymphoma
NCT00101270,Diffuse Large B-Cell Lymphoma
NCT00101270,Diffuse Large B-Cell Lymphoma
NCT00101270,Glioma
NCT00101270,Glioma
NCT00101270,Glioma
NCT00101270,Ependymoma
NCT00101270,Diffuse Large B-Cell Lymphoma
NCT00101270,Recurrent Childhood Large Cell Lymphoma
NCT00101270,Liver Cancer
NCT00101270,Non-Hodgkin Lymphoma
NCT00101270,Germ Cell Tumor
NCT00101270,Medulloblastoma
NCT00101270,Rhabdomyosarcoma
NCT00101270,B-Cell Non-Hodgkin Lymphoma
NCT00101270,Soft Tissue Sarcoma
NCT00101270,Central Nervous System Embryonal Tumor
NCT00101270,Glioma
NCT00101270,Colon Carcinoma
NCT00101270,Connective and Soft Tissue Neoplasm
NCT00101270,Skin Melanoma
NCT00101270,Nasopharyngeal Cancer
NCT00101270,Recurrent Neuroblastoma
NCT00101270,Osteosarcoma
NCT00101270,Kidney Wilms Tumor
NCT00101270,Hodgkin Lymphoma
NCT00101270,Solid Tumors
NCT00106262,Cervical Cancer
NCT00121602,Anemia
NCT00121602,Kidney Disease
NCT00191854,Breast Cancer
NCT00102791,Sickle Cell Disease
NCT00142415,Renal Cell Carcinoma
NCT00806923,Lung Non-Squamous Non-Small Cell Carcinoma
NCT00147901,Chronic Lymphocytic Leukemia
NCT00457743,Gastrointestinal Stromal Tumor
NCT00874978,Myelodysplastic Syndrome
NCT00216437,Liver Cancer
NCT00041262,Esophageal Cancer
NCT00096135,Leukemia
NCT00155259,Breast Cancer
NCT00088556,Non-Small Cell Lung Cancer
NCT00093730,Solid Tumors
NCT00176501,Kidney Cancer
NCT00076102,Neurofibromatosis
NCT00076102,Neurofibroma
NCT00227682,Plasma Cell Neoplasm
NCT00085462,Skin Melanoma
NCT00245089,Sarcoma
NCT02461121,Acute Myeloid Leukemia
NCT00159445,Colorectal Cancer
NCT00159445,Colon Carcinoma
NCT00080990,Solid Tumors
NCT00072670,Prostate Cancer
NCT00077025,Breast Cancer
NCT00077493,Leukemia
NCT00077493,Hematology
NCT00191477,Urinary System Neoplasm
NCT00426101,Hemophagocytic Lymphohistiocytosis
NCT02494596,Solid Tumors
NCT00226798,Epithelial Neoplasm
NCT01270906,Neoplasms
NCT01270906,Cancer
NCT01270906,Tumors
NCT00154349,Philadelphia Chromosome Positive Acute Lymphocytic Leukemia
NCT00617968,Breast Neoplasm
NCT00069160,Thoracic Neoplasm
NCT00069160,Female Reproductive System Neoplasm
NCT00069160,Female Reproductive System Neoplasm
NCT00069160,Urinary System Neoplasm
NCT00086931,Colorectal Cancer
NCT00504660,WHO Grade 3 Glioma
NCT00504660,Glioblastoma
NCT00504660,Central Nervous System Neoplasm
NCT00489983,Non-Small Cell Lung Cancer
NCT00061958,Esophageal Cancer
NCT00061958,Esophageal Cancer
NCT00061958,Esophageal Cancer
NCT00064311,Breast Cancer
NCT00064311,Myeloproliferative Neoplasm
NCT00064311,Gestational Trophoblastic Neoplasia
NCT00064311,Infectious Disorder
NCT00064311,Leukemia
NCT00064311,Hematology
NCT00064311,Plasma Cell Neoplasm
NCT00064311,Myelodysplastic Syndrome
NCT00064311,Myeloid Neoplasm
NCT00064311,Kidney Wilms Tumor
NCT00064311,Ovarian Cancer
NCT00064311,Male Reproductive System Neoplasm
NCT00319618,Brain Metastasis
NCT00168727,Non-Hodgkin Lymphoma
NCT00168727,"Lymphoma, Low-Grade"
NCT00060645,Tumors
NCT00060645,Hematology
NCT00060645,Multiple Myeloma
NCT00126269,Epithelial Neoplasm
NCT00488709,Acute Myeloid Leukemia
NCT01085058,Hodgkin Lymphoma
NCT01085058,Non-Hodgkin Lymphoma
NCT01085058,Multiple Myeloma
NCT00193479,Non-Hodgkin Lymphoma
NCT00431561,Glioblastoma
NCT00431561,Anaplastic Astrocytoma
NCT00060567,Cancer
NCT00071955,Hematology
NCT00060242,Head and Neck Neoplasm
NCT00122499,Prostate Cancer
NCT00122499,Erectile Dysfunction
NCT00060710,Malignant Melanoma
NCT00334295,Endometrial Cancer
NCT00058006,Head and Neck Neoplasm
NCT00058006,Thoracic Neoplasm
NCT00047242,Solid Tumors
NCT00149019,Epithelial Neoplasm
NCT00448643,Endometrial Cancer
NCT00044525,Breast Neoplasm
NCT00044525,Breast Cancer
NCT00256230,Skin Melanoma
NCT00023933,Colon Carcinoma
NCT00023933,Rectal Carcinoma
NCT00023933,Colon Carcinoma
NCT00023933,Rectal Carcinoma
NCT00023933,Colon Carcinoma
NCT00023933,Rectal Carcinoma
NCT00328549,Hepatitis C
NCT00328549,Anemia
NCT00024310,Solid Tumors
NCT00024310,Drug/Agent Toxicity by Tissue/Organ
NCT00030069,Myelodysplastic Syndrome
NCT00050843,Myelodysplastic Syndrome
NCT00041808,"Metastases, Neoplasm"
NCT00041808,Digestive System Neoplasm
NCT00041808,Digestive System Neoplasm
NCT00041808,Digestive System Neoplasm
NCT00041808,Pancreatic Cancer
NCT00041808,Breast Neoplasm
NCT00041808,Male Reproductive System Neoplasm
NCT00041808,Sarcoma
NCT00041808,Digestive System Neoplasm
NCT00041808,Thoracic Neoplasm
NCT00041808,Liver Cancer
NCT00041808,Bile Duct Cancer
NCT00403624,Digestive System Neoplasm
NCT00586898,Male Reproductive System Neoplasm
NCT00586898,Cancer
NCT00586898,Hormonal Cycling
NCT00038649,Chronic Leukemia
NCT00014118,Head and Neck Neoplasm
NCT00027742,Uveal Melanoma
NCT00027742,Skin Melanoma
NCT00211198,Adult T-Cell Leukemia/Lymphoma
